dataProcessID,dataSourceID,dataProcess,batchGroup,subjectArea,objectSchema,objectName,dataProcessPathOrProcedure,partitionBy,piiColumns,primaryKeyColumns,projectIdColumn,isIncremental,isOptimize,zOrderColumns,silverJulianDateColumns,silverIsSnapshot,silverSnapshotPeriod,watermarkColumn,watermarkValue,lastExecutionTimestamp,description,isEnabled,isTestPromoteEnvironment,isProdPromoteEnvironment
837,NULL,gold,daily,equipment,equipment,fact_equipment_utilization,300_silver_to_gold/equipment/silver_to_gold_fact_equipment_utilization,NULL,NULL,fact_equipment_utilization_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 02:15:54.000,2026-07-22 09:15:54.000,Fact table containing information about the utilization of equipment,1,1,1
954,NULL,gold,daily,equipment,equipment,dim_work_order_ownership,300_silver_to_gold/equipment/silver_to_gold_dim_work_order_ownership,NULL,NULL,dim_work_order_ownership_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 00:25:41.000,2026-07-22 07:25:41.000,Dimension table that contains descriptive data about a work order,1,1,1
955,NULL,gold,daily,equipment,equipment,dim_work_order_status,300_silver_to_gold/equipment/silver_to_gold_dim_work_order_status,NULL,NULL,dim_work_order_status_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 00:25:41.000,2026-07-22 07:25:41.000,A dimension table that stores work order statuses.,1,1,1
956,NULL,gold,daily,equipment,equipment,dim_work_order_type,300_silver_to_gold/equipment/silver_to_gold_dim_work_order_type,NULL,NULL,dim_work_order_type_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 00:25:41.000,2026-07-22 07:25:41.000,A dimension table that stores work order type and category.,1,1,1
949,NULL,gold,daily,equipment,equipment,bridge_work_order_gl_trans,300_silver_to_gold/equipment/silver_to_gold_bridge_work_order_gl_trans,NULL,NULL,bridge_work_order_gl_trans_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 02:42:13.000,2026-07-22 09:42:13.000,A dimension table that stores work order type and category.,1,1,1
959,NULL,gold,daily,equipment_v,equipment_v,fact_work_order_gl_trans_v,300_silver_to_gold/equipment/silver_to_gold_vw_fact_work_order_gl_trans_v,NULL,NULL,fact_equipment_gl_trans_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 00:25:41.000,2026-07-22 07:25:41.000,Combines Work Order and General Ledger data into a unified analytical view.,1,1,1
957,NULL,gold,daily,equipment,equipment,fact_maint_schedule,300_silver_to_gold/equipment/silver_to_gold_fact_maint_schedule,NULL,NULL,fact_maint_schedule_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 02:15:54.000,2026-07-22 09:15:54.000,Fact table storing maintenance schedule quantitative data at the equipment level.,1,1,1
958,NULL,gold,daily,equipment,equipment,fact_work_order,300_silver_to_gold/equipment/silver_to_gold_fact_work_order,NULL,NULL,fact_equipment_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 02:15:54.000,2026-07-22 09:15:54.000,Fact table storing equipment quantitative data at the equipment level.,1,1,1
814,474,silver,daily,NULL,silver_ineight,vwCoreOrganization,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,Organization_ID,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-22 08:00:10.000,2026-07-22 03:00:09.000,InEight Organization Hierarchy,1,1,1
851,NULL,gold,daily,conformed,conformed,dim_zipcode,300_silver_to_gold/conformed/silver_to_gold_dim_zipcodes,NULL,NULL,dim_zip_code_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 08:45:50.000,2026-07-22 03:45:50.000,Table containing all us zipcodes and counties for the U.S.,1,1,1
852,NULL,gold,daily,emars,emars,dim_contractor,300_silver_to_gold/emars/silver_to_gold_dim_contractor,NULL,NULL,dim_contractor_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 00:25:41.000,2026-07-22 07:25:41.000,Table with all contractor names (including sub-of contractor names) from emars,1,1,1
853,NULL,gold,daily,emars,emars,dim_ethnicity,300_silver_to_gold/emars/silver_to_gold_dim_ethnicity,NULL,NULL,dim_ethnicity_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 00:25:41.000,2026-07-22 07:25:41.000,Table with all ethnic groups from emars,1,1,1
854,NULL,gold,daily,emars,emars,dim_project_emars,300_silver_to_gold/emars/silver_to_gold_dim_project_emars,NULL,NULL,dim_project_emars_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 01:42:12.000,2026-07-22 08:42:12.000,Table with all project names and projectnumbers from emars,1,1,1
855,NULL,gold,daily,emars,emars,dim_work_class,300_silver_to_gold/emars/silver_to_gold_dim_work_class,NULL,NULL,dim_work_class_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 00:25:41.000,2026-07-22 07:25:41.000,Table with all work classes from emars,1,1,1
856,NULL,gold,daily,emars,emars_sensitive,dim_employee_emars,300_silver_to_gold/emars/silver_to_gold_dim_employee_emars,NULL,NULL,dim_employee_emars_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 00:25:41.000,2026-07-22 07:25:41.000,Table with all contractor names (including sub-of contractor names) from emars,1,1,1
857,NULL,gold,daily,emars,emars_sensitive,fact_payroll,300_silver_to_gold/emars/silver_to_gold_fact_payroll,NULL,"first_name,last_name,last_4_of_ssn,address,address_2,contractor_phone,employee_no,middle_initial",fact_payroll_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 02:15:54.000,2026-07-22 09:15:54.000,Emars payroll fact table,1,1,1
858,NULL,gold,daily,emars_v,emars_v,fact_payroll_hours_nonsensitive_v,300_silver_to_gold/emars/silver_to_gold_vw_fact_payroll_hours_nonsensitive_v,NULL,NULL,payroll_detail_signed_id,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 02:42:13.000,2026-07-22 09:42:13.000,This view shows emars_sensitive.fact_payroll non-sensitive data for labor hours (no amounts or PII).,1,1,1
859,NULL,gold,daily,emars_v,emars_v,fact_workforce_summary_v,300_silver_to_gold/emars/silver_to_gold_vw_fact_workforce_summary_v,NULL,NULL,null,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 02:42:13.000,2026-07-22 09:42:13.000,This view shows data for workforce summary report.,1,1,1
860,NULL,gold,daily,emars_v,emars_v,fact_workforce_summary_work_class_v,300_silver_to_gold/emars/silver_to_gold_vw_fact_workforce_summary_work_class_v,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 02:42:13.000,2026-07-22 09:42:13.000,This view shows data for workforce summary report.,1,1,1
861,NULL,gold,daily,emars_v,emars_v,fact_workforce_summary_worker_zip_v,300_silver_to_gold/emars/silver_to_gold_vw_fact_workforce_summary_worker_zip_v,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 02:42:13.000,2026-07-22 09:42:13.000,This view shows data for workforce summary report.,1,1,1
863,NULL,gold,daily,b2g,b2g,fact_vendor_performance_xbe,300_silver_to_gold/b2g/silver_to_gold_vw_fact_vendor_performance_xbe,NULL,NULL,fact_vendor_performance_xbe_key,project_number,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 02:15:54.000,2026-07-22 09:15:54.000,Fact table to track vendor performance for xbes,1,1,1
948,525,silver,daily,NULL,silver_e1,F4801T,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,WADOCO,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 23:10:57.000,2026-07-22 06:10:57.000,Work Order Master File,1,1,1
960,526,silver,daily,NULL,silver_equipment,Work_Orders_Responsible_Party,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 22:38:26.000,2026-07-22 05:38:26.000,Work Orders Responsible Party,1,1,1
962,NULL,gold,daily,operation_financials,operation_financials,scanman_approvals,300_silver_to_gold/operation_financials/silver_to_gold_scanman_approvals,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-03-17 00:22:23.000,2026-03-17 07:22:23.000,This is a view of scanman worklist from e1 tables,0,1,1
961,NULL,gold,daily,cosential,cosential,dim_opportunity_consultants,300_silver_to_gold/cosential/silver_to_gold_dim_opportunity_consultants,NULL,NULL,dim_opportunity_consultants_key,opportunity_id,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 02:15:54.000,2026-07-22 09:15:54.000,Cosential opportunities consultants,1,1,1
963,527,silver,daily,NULL,silver_e1,FFZPS201,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 23:10:57.000,2026-07-22 06:10:57.000,NULL,1,1,1
964,532,silver,daily,NULL,silver_vairkko,users,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 22:34:22.000,2026-07-22 05:34:22.000,Vairkko Users data,1,1,1
965,531,silver,daily,NULL,silver_vairkko,templates,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 22:34:22.000,2026-07-22 05:34:22.000,Vairkko Templates Data,1,1,1
966,530,silver,daily,NULL,silver_vrm,driver_compliance,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 22:37:36.000,2026-07-22 05:37:36.000,excel file received from https connection to vrm,1,1,1
967,529,silver,daily,NULL,silver_nccer,credentials,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 22:40:02.000,2026-07-22 05:40:01.000,NCCER credential export REST API,1,1,1
968,528,silver,daily,NULL,silver_vairkko,certifications,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-21 22:34:22.000,2026-07-22 05:34:22.000,Vairkko Certiificatins Data,1,1,1
969,NULL,gold,daily,bridgit,bridgit,bridgit_project,300_silver_to_gold/bridgit/silver_to_gold_vw_brdgit_project,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 01:42:12.000,2026-07-22 08:42:12.000,This is a view of dim_project created for the bridgit integration project,1,1,1
970,NULL,gold,daily,bridgit,bridgit,nccer_credentials,300_silver_to_gold/bridgit/silver_to_gold_vw_brdgt_nccer_credentials,NULL,NULL,null,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 00:25:41.000,2026-07-22 07:25:41.000,bridgit table for certifications currently coming from the nccer numbers from Sean,1,1,1
971,NULL,gold,daily,bridgit,bridgit,vairkko_certifications,300_silver_to_gold/bridgit/silver_to_gold_vw_brdgt_vairkko_certifications,NULL,NULL,null,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 00:25:41.000,2026-07-22 07:25:41.000,bridgit table for certification from Vairkko,1,1,1
972,NULL,gold,daily,bridgit,bridgit,vairkko_templates,300_silver_to_gold/bridgit/silver_to_gold_vw_brdgt_vairkko_templates,NULL,NULL,null,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 00:25:41.000,2026-07-22 07:25:41.000,bridgit table for templates from Vairkko,1,1,1
973,NULL,gold,daily,bridgit,bridgit,vrm_driver_compliance,300_silver_to_gold/bridgit/silver_to_gold_vw_brdgt_vrm_driver_compliance,NULL,NULL,null,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 00:25:41.000,2026-07-22 07:25:41.000,bridgit table for driver compliance from Vrm,1,1,1
1000,NULL,gold,daily,ineight_contracts,project_management,bridge_bid_package_cost_item,300_silver_to_gold/project_management/silver_to_gold_bridge_bid_package_cost_item,NULL,NULL,bridge_bid_package_cost_item_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 02:15:54.000,2026-07-22 09:15:54.000,"Bridge table to associate cost items to bid packages.  For one bid package, 1 or more cost items can be related.",1,1,1
1001,NULL,gold,daily,ineight_contracts,project_management,bridge_contract_closeout_user,300_silver_to_gold/project_management/silver_to_gold_bridge_contract_closeout_user,NULL,NULL,bridge_contract_closeout_user_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 02:15:54.000,2026-07-22 09:15:54.000,Fact table for invoice payment progress.  This table also shows invoices that have not yet had any payments,1,1,1
815,479,silver,daily,NULL,silver_team_binder,90_902,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-03-10 23:32:01.000,2026-03-11 06:32:01.000,NULL,0,1,1
816,478,silver,daily,NULL,silver_team_binder,90_901,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-03-10 23:32:01.000,2026-03-11 06:32:01.000,NULL,0,1,1
817,477,silver,daily,NULL,silver_team_binder,40_901,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-03-10 23:32:01.000,2026-03-11 06:32:01.000,NULL,0,1,1
818,476,silver,daily,NULL,silver_team_binder,40_005,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-03-10 23:32:01.000,2026-03-11 06:32:01.000,NULL,0,1,1
819,475,silver,daily,NULL,silver_team_binder,40_001a,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-03-10 23:32:01.000,2026-03-11 06:32:01.000,NULL,0,1,1
820,NULL,gold,daily,ineight_document_report,ineight_document_report,dim_document_rfi_report,300_silver_to_gold/ineight_document_reporting/silver_to_gold_dim_document_rfi_report,NULL,NULL,dim_rfi_report_key,project_id,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 00:25:41.000,2026-07-22 07:25:41.000,Dimension table that contains details of rfi report,1,1,1
821,NULL,gold,daily,ineight_document_report,ineight_document_report,dim_document_submittal,300_silver_to_gold/ineight_document_reporting/silver_to_gold_dim_document_submittal,NULL,NULL,dim_submittal_key,project_id,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 00:25:41.000,2026-07-22 07:25:41.000,Dimension table that contains details of submittal,1,1,1
822,NULL,gold,daily,ineight_document_report,ineight_document_report,fact_document,300_silver_to_gold/ineight_document_reporting/silver_to_gold_fact_document,NULL,NULL,fact_document_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 01:42:12.000,2026-07-22 08:42:12.000,Fact table that contains details of document,1,1,1
974,533,silver,daily,NULL,silver_ineight,vwControlCBSAuditLog,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-22 08:00:10.000,2026-07-22 03:00:09.000,controlauditlog,1,1,1
1002,NULL,gold,daily,ineight_contracts,project_management,dim_bid_package,300_silver_to_gold/project_management/silver_to_gold_dim_bid_package,NULL,NULL,dim_bid_package_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 00:25:41.000,2026-07-22 07:25:41.000,Dimension table containing bid packages with general and custom field information,1,1,1
1003,NULL,gold,daily,ineight_contracts,project_management,dim_bid_package_milestone,300_silver_to_gold/project_management/silver_to_gold_dim_bid_package_milestone,NULL,NULL,dim_bid_package_milestone_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 00:25:41.000,2026-07-22 07:25:41.000,Dimension table that contains unique bid package milestones,1,1,1
1004,NULL,gold,daily,ineight_contracts,project_management,dim_contract,300_silver_to_gold/project_management/silver_to_gold_dim_contract,NULL,NULL,dim_contract_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 00:25:41.000,2026-07-22 07:25:41.000,"A dimension table that contains all contracts from InEight, including contract status, purchase order number, and description.",1,1,1
1005,NULL,gold,daily,ineight_contracts,project_management,dim_contract_closeout_status,300_silver_to_gold/project_management/silver_to_gold_dim_contract_closeout_status,NULL,NULL,dim_contract_closeout_status_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 00:25:41.000,2026-07-22 07:25:41.000,A dimension table that contains contract closeout statuses.,1,1,1
1006,NULL,gold,daily,ineight_contracts,project_management,dim_contract_closeout_type,300_silver_to_gold/project_management/silver_to_gold_dim_contract_closeout_type,NULL,NULL,dim_contract_closeout_type_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 00:25:41.000,2026-07-22 07:25:41.000,A dimension table that contains contract closeout types.,1,1,1
1007,NULL,gold,daily,ineight_contracts,project_management,dim_contract_detail_type,300_silver_to_gold/project_management/silver_to_gold_dim_contract_detail_type,NULL,NULL,dim_contract_detail_type_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 00:25:41.000,2026-07-22 07:25:41.000,A dimension table that contains contract line item types.,1,1,1
1008,NULL,gold,daily,ineight_contracts,project_management,dim_contract_line,300_silver_to_gold/project_management/silver_to_gold_dim_contract_line,NULL,NULL,dim_contract_line_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 00:25:41.000,2026-07-22 07:25:41.000,"A dimension table that contains all contract lines from InEight, including purchase order number and line description.",1,1,1
1009,NULL,gold,daily,ineight_contracts,project_management,dim_contract_responsibility,300_silver_to_gold/project_management/silver_to_gold_dim_contract_responsibility,NULL,NULL,dim_contract_responsibility_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 00:25:41.000,2026-07-22 07:25:41.000,A dimension table that contains all the responsible party names for a contract with the role as the column name.,1,1,1
1010,NULL,gold,daily,ineight_contracts,project_management,dim_contract_schedule_of_values,300_silver_to_gold/project_management/silver_to_gold_dim_contract_schedule_of_values,NULL,NULL,dim_contract_schedule_of_values_key,sec_project,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 00:25:41.000,2026-07-22 07:25:41.000,A dimension table that stores the schedule of values degenerate keys and description.  Used to tie claim history to schedule of values as they are at different grains.,1,1,1
1011,NULL,gold,daily,ineight_contracts,project_management,dim_contract_type_hierarchy,300_silver_to_gold/project_management/silver_to_gold_dim_contract_type_hierarchy,NULL,NULL,dim_contract_type_hierarchy_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 00:25:41.000,2026-07-22 07:25:41.000,"A dimension table that contains all contracts from InEight, including contract status, purchase order number, and description.",1,1,1
1012,NULL,gold,daily,ineight_contracts,project_management,dim_contract_vco,300_silver_to_gold/project_management/silver_to_gold_dim_contract_vco,NULL,NULL,dim_contract_vco_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 00:25:41.000,2026-07-22 07:25:41.000,Dimension table that contains details of vendor change orders,1,1,1
1013,NULL,gold,daily,ineight_contracts,project_management,dim_diversity_category,300_silver_to_gold/project_management/silver_to_gold_dim_diversity_category,NULL,NULL,dim_diversity_category_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 00:25:41.000,2026-07-22 07:25:41.000,A dimension table that stores diversity categories.,1,1,1
1014,NULL,gold,daily,ineight_contracts,project_management,dim_invoice,300_silver_to_gold/project_management/silver_to_gold_dim_invoice,NULL,NULL,dim_invoice_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 00:25:41.000,2026-07-22 07:25:41.000,"A dimension table that stores vendor invoices, for filtering all invoice-related facts.",1,1,1
1015,NULL,gold,daily,ineight_contracts,project_management,dim_invoice_payment_method,300_silver_to_gold/project_management/silver_to_gold_dim_invoice_payment_method,NULL,NULL,dim_invoice_payment_method_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 00:25:41.000,2026-07-22 07:25:41.000,A dimension table that contains vendor invoice payment methods.,1,1,1
1016,NULL,gold,daily,ineight_contracts,project_management,dim_risk_mitigation_plan,300_silver_to_gold/project_management/silver_to_gold_dim_risk_mitigation_plan,NULL,NULL,dim_risk_mitigation_plan_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 00:25:41.000,2026-07-22 07:25:41.000,Dimension table that contains unique risk mitigation plans for bid packages,1,1,1
1017,NULL,gold,daily,ineight_contracts,project_management,fact_bid_package,300_silver_to_gold/project_management/silver_to_gold_fact_bid_package,NULL,NULL,fact_bid_package_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 01:42:12.000,2026-07-22 08:42:12.000,Contract bid package data,1,1,1
1018,NULL,gold,daily,ineight_contracts,project_management,fact_bid_package_milestone,300_silver_to_gold/project_management/silver_to_gold_fact_bid_package_milestone,NULL,NULL,fact_bid_package_milestone_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 01:30:48.000,2026-07-22 08:30:48.000,Bid Package milestone tracking,1,1,1
838,NULL,gold,monthly,cslb,cslb,license_data,300_silver_to_gold/cslb/silver_to_gold_license_data,NULL,NULL,license_number,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-05-14 08:48:50.000,2026-05-14 03:48:50.000,license data table,0,1,1
843,NULL,gold,daily,web_app_integration,web_app_integration,dim_pbi_report,300_silver_to_gold/web_app_integration/silver_to_gold_dim_pbi_report,NULL,NULL,dim_pbi_report_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 03:02:12.000,2026-07-22 10:02:13.000,Dimension table that contains equipment type information from clue and e1,1,1,1
844,NULL,gold,daily,web_app_integration,web_app_integration,dim_pbi_workspace,300_silver_to_gold/web_app_integration/silver_to_gold_dim_pbi_workspace,NULL,NULL,dim_pbi_workspace_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 03:02:12.000,2026-07-22 10:02:13.000,Dimension table that contains equipment type information from clue and e1,1,1,1
845,NULL,gold,daily,web_app_integration,web_app_integration,fact_pbi_user_activity,300_silver_to_gold/web_app_integration/silver_to_gold_fact_pbi_user_avtivity,NULL,NULL,fact_pbi_user_activity_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 03:16:38.000,2026-07-22 10:16:37.000,Fact table containing information about the utilization of equipment,1,1,1
849,NULL,gold,daily,security,security,stg_user_cost_code_relationship,300_silver_to_gold/security/silver_to_gold_stg_user_cost_code_relationship,NULL,NULL,stg_user_cost_code_relationship_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 01:42:12.000,2026-07-22 08:42:12.000,"Staging bridge table that maps users to projects. Gets all projects and all users with access to those projects, including overrides.",1,1,1
864,NULL,gold,daily,conformed_v,conformed_v,dim_closed_project_v,300_silver_to_gold/conformed/silver_to_gold_vw_closed_project,NULL,NULL,project_number,project_number,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 00:25:41.000,2026-07-22 07:25:41.000,"Closed projects with key attributes including group, region, district, company, and project type.",1,1,1
937,516,silver,conformed-001,NULL,silver_e1,F0010,/data_engineering/200_bronze_to_silver/bronze_to_silver,NULL,NULL,CCCO,NULL,1,NULL,NULL,NULL,0,NULL,etlBronzeTimestamp,2026-07-22 11:08:18.000,2026-07-22 06:08:18.000,"Fiscal years, periods, current period, etc.",1,1,1
894,NULL,gold,daily,safety,safety,fact_cvis_suggestion_box,300_silver_to_gold/safety/silver_to_gold_fact_cvis_suggestion_box,NULL,NULL,fact_cvis_suggestion_box_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 02:47:17.000,2026-07-22 09:47:17.000,CVIS Suggestion Box (pivoted),1,1,1
895,NULL,gold,daily,safety,safety,fact_cvis_walk,300_silver_to_gold/safety/silver_to_gold_fact_cvis_walk,NULL,NULL,fact_cvis_walk_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 02:42:13.000,2026-07-22 09:42:13.000,CVIS Walk main data elements,1,1,1
896,NULL,gold,daily,safety,safety,fact_incident,300_silver_to_gold/safety/silver_to_gold_fact_incident,NULL,NULL,fact_incident_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 02:42:13.000,2026-07-22 09:42:13.000,"Main table for incidents.  Includes recordable indicators, wich are calculated based on incident form responses.  These indicators will determine if an incident at the party level is recordable or not.",1,1,1
897,NULL,gold,daily,safety,safety,fact_psli,300_silver_to_gold/safety/silver_to_gold_fact_psli,NULL,NULL,fact_psli_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 02:47:17.000,2026-07-22 09:47:17.000,Project Safety Leadership Inventory metrics (PSLI),1,1,1
898,NULL,gold,daily,safety,safety,fact_safety_event_task,300_silver_to_gold/safety/silver_to_gold_fact_safety_event_task,NULL,NULL,fact_safety_event_task_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 02:42:13.000,2026-07-22 09:42:13.000,"This table holds all the questions/answers for all safety forms.  It is further sliced by the views that are created on top to show certain subject areas, such as STCKY Walks, Incidents, etc.",1,1,1
899,NULL,gold,daily,safety,safety,fact_stcky_walk,300_silver_to_gold/safety/silver_to_gold_fact_stcky_walk,NULL,NULL,fact_stcky_walk_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 02:42:13.000,2026-07-22 09:42:13.000,STCKY Walk main data elements,1,1,1
900,NULL,gold,daily,safety,safety,fact_stcky_walk_missing_protection_reason,300_silver_to_gold/safety/silver_to_gold_fact_stcky_walk_missing_protection_reason,NULL,NULL,fact_stcky_walk_missing_protection_reason_key,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 02:47:17.000,2026-07-22 09:47:17.000,STCKY Walk missing protections reasons,1,1,1
919,NULL,gold,daily,safety,safety_v,fact_psli_event_task_v,300_silver_to_gold/safety/silver_to_gold_vw_fact_psli_event_task,NULL,NULL,none,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 02:53:00.000,2026-07-22 09:53:00.000,A view to join specific PSLI data to its corresponding core data in fact_safety_event_task,1,1,1
920,NULL,gold,daily,safety,safety_v,fact_stcky_walk_corr_action_v,300_silver_to_gold/safety/silver_to_gold_vw_fact_stcky_walk_corr_action,NULL,NULL,none,NULL,0,0,NULL,NULL,NULL,NULL,etl_gold_timestamp,2026-07-22 02:47:17.000,2026-07-22 09:47:17.000,Corrective actions that were done as a result of a STCKY Walk,1,1,1
